Card#,Artist,Title,Year,URL,Youtube-Title,Hashed Info
124,Jason Derulo,Whatcha Say,2009,https://www.youtube.com/watch?v=pBI3lc18k8Q,Jason Derulo - Whatcha Say [Official Music Video],651d02475c126c8677eae82458be98e79bfd7bf219f9dd7a63ddc4f712545ac2
125,Chubby Checker,The Twist,1960,https://www.youtube.com/watch?v=-CCgDvUM4TM,Chubby Checker - The Twist (Official Music Video),3e45f1259620f3c41277f13823d65da880a07a474afb1489b8417eb4c6016734
126,Laura Branigan,Self Control,1984,https://www.youtube.com/watch?v=RP0_8J7uxhs,Laura Branigan - Self Control (Official Music Video),6153fefc1df874936f0d4b7af0ff130e2c5c4cfd7be97b9fc73fcf3d3da870f6
127,BLØF,Wat Zou Je Doen?,1998,https://www.youtube.com/watch?v=gWmthz25qpc,Wat Zou Je Doen?,4a40ac74d131e9a9848525e1490124561ba0fcd5d6da8aae8fdbdc7cfdeae82b
128,Steppenwolf,Born To Be Wild,1968,https://www.youtube.com/watch?v=igvP806798U,Born To Be Wild,1eacb6a1259de601de99851ad0e9e1881c499f00dba9a122943f2df049fcd6d7
129,The Verve,Bitter Sweet Symphony,1997,https://www.youtube.com/watch?v=1lyu1KKwC74,The Verve - Bitter Sweet Symphony,bc487057389be8a9756812a9fe0f147f9477c47bf1a9f651963558bb49356f33
130,Crowded House,Don't Dream It's Over,1986,https://www.youtube.com/watch?v=xwsaVHiiFQ8,Crowded House - Don't Dream It's Over (Audio Remastered) (HQ),d0eaf0b2032c5243a3d6af2fca44d98c62296fd0a5676084e70d849149b82817
131,Journey,Don't Stop Believin',1981,https://www.youtube.com/watch?v=1k8craCGpgs,Journey - Don't Stop Believin' (Official Audio),0a9c04e9c7edf4a902299ea8dab66b1800009b0f68bf6c82e1390ab60c8dd802
132,Andre Hazes,"Bloed, Zweet En Tranen",2002,https://www.youtube.com/watch?v=jOUe5RZ_nCg,"Bloed, Zweet En Tranen",6689b90443a7e477971efbff6cd39bbab6856ff81301e442baa7c2220c8a3da3
133,Def Rhymz,Doekoe,1999,https://www.youtube.com/watch?v=7vqvhe9Htpc,Def Rhymz ‎-- Doekoe,678238e4f255620a831ca9f4dc801eebc9c8ba40efb76ad4e588762b4264687c
134,Rick Astley,Never Gonna Give You Up,1987,https://www.youtube.com/watch?v=dQw4w9WgXcQ,Rick Astley - Never Gonna Give You Up (Official Video) (4K Remaster),efa0cf5d3eb7dc217cb21290b1ab6b6ba1e5a4d4c673a3da861ee76ec4c35079
135,Vaya Con Dios,Nah Neh Nah,1990,https://www.youtube.com/watch?v=7LUm-E4GPU8,Vaya con dios - Nah neh nah,85cc64cf6ed7c2434d269be5fb92b1ee32641f4921700230c6b446d1272a7209
136,TLC,Waterfalls,1995,https://www.youtube.com/watch?v=A_iTphwVNYs,Waterfalls,62969c667e0e8d54b0941b73c0c5fec8df414ab76ad9b336b005200bac720cbb
137,Kool & The Gang,Celebration,1980,https://www.youtube.com/watch?v=3GwjfUFyY6M,Kool & The Gang - Celebration,cfeb9c93963d34289364d6aa7859feeab8e04e96584f6e68274fee8c9d6c3492
138,Snelle,Smoorverliefd,2020,https://www.youtube.com/watch?v=_8L3l52gA68,Snelle - Smoorverliefd - Lyrics,91c1f3d89ee94152886de9ba7c998743e52a51194df79be2b17277c59788665e
139,Bill Medley & Jennifer Warnes,(I've Had) The Time Of My Life,1987,https://www.youtube.com/watch?v=4BQLE_RrTSU,"Bill Medley, Jennifer Warnes - (I've Had) The Time Of My Life (Official HD Video)",e64a7fa9c67ae33d4af3e5dd729884adb406a0d38fa58c84228edcf437ee2cd4
140,TOTO,Africa,1982,https://www.youtube.com/watch?v=FTQbiNvZqaY,Toto - Africa (Official HD Video),7bca89f29ffc2a3f692285af89d200b2ad045e02c99ff4e75cceb8f4864b93f0
141,Natalie Imbruglia,Torn,1997,https://www.youtube.com/watch?v=UOJkzcJigGI,Natalie Imbruglia - Torn (Official Audio),52cfe8814fd956aa5e11a19c22b2e70246d8c04e2ec369dff7042b5d5ee83daf
142,Céline Dion,My Heart Will Go On,1997,https://www.youtube.com/watch?v=p79GmLNLMrY,Celine Dion - My Heart Will Go On (Lyrics),15fe73f07327c739ee56759fdc908c61ad0347a5669ca5a3670469b59903226d
143,Mark Morrison,Return of the Mack,1996,https://www.youtube.com/watch?v=1ZfjB5P7RS0,Return of the Mack,c04bc92d6089df2815a66219eb1bd1dbd8297d76ea8ff90ccec606446555fb32
144,"Karel Van De Velden, Annie De Reuver, The Skymasters",Kijk Eens In De Poppetjes Van Mijn Ogen,1952,https://www.youtube.com/watch?v=8FOpfoi2WXI,Kijk eens in de poppetjes van m'n ogen -- Annie de Reuver & The Skymasters (1952),ba2175fc5e123abdaad3bfcd4712627b6928dc95f710e81378e5216e654107b5
145,Eagle-Eye Cherry,Save Tonight,1997,https://www.youtube.com/watch?v=ZI2lAhQtLBc,Save Tonight,50e7e2d81c962084ccb9763771c3198204c9452eaddac76de8f36de80701d82f
146,Little Eva,The Loco-Motion,1962,https://www.youtube.com/watch?v=24Neyv2crh4,Little Eva - The Locomotion,24cf5c052069f86a7705eedc2f2c066cf36fa19078306862a9c3750cc7d8831f
147,Chuck Berry,Johnny B. Goode,1958,https://www.youtube.com/watch?v=Uf4rxCB4lys,Johnny B. Goode,88f68237ed8f3c2c673aa9ef09f7a44830909ef052ef08cd94cf4026b7e25be9
148,Drake,Toosie Slide,2020,https://www.youtube.com/watch?v=dGYxT1QReQs,Drake - Toosie Slide (Official Explicit Audio),697d6ab65aacbabd071157e356a3063a9bd30914f0f237fcff179c12e7250e76
149,Justin Bieber,Anyone,2021,https://www.youtube.com/watch?v=Yxpyo4nCvKY,Justin Bieber - Anyone (Lyrics),ccf18e16efc7468d950aca745bbd734c0505d50f201be11b823f7333d950f749
150,Gotye (feat. Kimbra),Somebody That I Used To Know,2011,https://www.youtube.com/watch?v=2FZZK8gBBOI,Gotye - Somebody That I Used to Know (2015 Remaster),ede2c12c46487b460488aacfaa215cd4785f16b2da66b9434b3df57b38146fcd
151,OneRepublic,Counting Stars,2013,https://www.youtube.com/watch?v=hT_nvWreIhg,OneRepublic - Counting Stars,4f9e977754083f330a1272b1f6d399f5f484cc6cbe51491dd4dd6496fce3de11
152,Fatboy Slim,Praise You,1998,https://www.youtube.com/watch?v=ruAi4VBoBSM,Fatboy Slim - Praise You [Official Video],d53e45e3977a93b5ddac2710bc8571b7bbf3ecb85ae370213987548d1f287bf5
153,Jennifer Lopez,If You Had My Love,1999,https://www.youtube.com/watch?v=tT5g7I-Itc8,If You Had My Love,bf5fa0d70d2072a84200757a86bb74a537d8c210936cb651f9ed13dc433879dd
154,Billy Swan,I Can Help,1974,https://www.youtube.com/watch?v=bgPsM-YWBrE,Billy Swan - I Can Help (Audio),f38f931369cc6616d25424b1ff3585ac72193ec0c867c80c7abea4979ce7b15f
155,Wim Sonneveld,Het Dorp,1974,https://www.youtube.com/watch?v=C8Ff5OEUzd8,Het Dorp - Wim Sonneveld  (in HD),8677d60b6d2fb0f3a4dd6db152ead12ae93861ecc691065718f71105151f99dd
156,Lewis Capaldi,Someone You Loved,2018,https://www.youtube.com/watch?v=FGGo8LFmbjs,Lewis Capaldi - Someone You Loved (Lyrics),2592d79ae1cada12e3d5aa1bc10080cd9e30cdb1b50c97cddfc63cee116589ea
157,Technohead,I Wanna be a Hippy,1995,https://www.youtube.com/watch?v=QMkIHLJkirE,Technohead - I Wanna Be A Hippy 1995,613ef34d0bdb1f5baef1d770a8b0776bdf6e11a90ee5cec2e1496acf1332f4df
158,George Michael & Aretha Franklin,I Know You Were Waiting (For Me),1987,https://www.youtube.com/watch?v=48SfMCr0PpY,I Knew You Were Waiting (For Me),2ffe7321455d6eae813d5bd4b21c208a9f1f2e87876ac403550b9dfbaa757d0a
159,Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",1970,https://www.youtube.com/watch?v=inXC_lab-34,"Stevie Wonder- Signed, Sealed, Delivered, I'm Yours",e4a15e7d4c4e7bd084da77d8f797be37ebcf2f8a9794b46d1ab635ed4610ecf2
160,Marvin Gaye,I Heard It Through The Grapevine,1968,https://www.youtube.com/watch?v=VWG3npfEoHo,I Heard It Through The Grapevine,9623f7e2f5923c87c0fd9ae2ac0ebd175fbc53f21ad2e7e862ff1619a126b295
161,David Bowie,Life On Mars?,1971,https://www.youtube.com/watch?v=E7taBfKJjUw,David Bowie - Life On Mars? (2021 Remaster),06f564000b82a9588d3b9824e4b376714fe393e8fde252e06e08ca595d67c29f
162,Chicago,If You Leave Me Now,1976,https://www.youtube.com/watch?v=-9_d-sFhmRM,Chicago - If You Leave Me Now (Official Audio),1eabc29ea89ef03c558e4220ba9e799eed808640ca4bd8f01c0e87e47398aaad
163,Bruce Springsteen,Dancing In The Dark,1984,https://www.youtube.com/watch?v=8cNS_Mecbw8,Bruce Springsteen - Dancing In The Dark,ab771c24882ca71333bbd49ce79868209385d1f27ece2e1ccac5b80d2975d7ff
164,The Rolling Stones,Start Me Up,1981,https://www.youtube.com/watch?v=ZzlgJ-SfKYE,Rolling Stones-start me up,bc40410878eb5e1c2e82fc9015ed230de97fd95c8a1eb94c9755ecf9f70f900a
165,Dire Straits,Walk Of Life,1985,https://www.youtube.com/watch?v=h2a20YL5mvg,Dire Straits - Walk of Life (Official Audio),bce795d9e3b5a6481c1c88a335a66fbb60fd5c99990d80647461e22a2854de7e
166,Sam The Sham & The Pharaohs,Wooly Bully,1965,https://www.youtube.com/watch?v=KZJiGu6Gz8E,Sam The Sham & The Pharaohs Woolly Bully,f45f09b728458800ffcecd4b2c383e6f1f3748498a662630b7dc3bc57d8d9126
167,Enrique Iglesias,Do You Know? (The Ping Pong Song),2007,https://www.youtube.com/watch?v=UqON44CLaQM,Enrique Iglesias - Do You Know? (The Ping Pong Song),ba157323ec96dcb652ce10178032bb5d437f1dd39526e74f3655dfb4b75b7a6a
168,Whitney Houston,I Wanna Dance With Somebody (Who Loves Me),1987,https://www.youtube.com/watch?v=id2-K3daNRQ,I Wanna Dance with Somebody (Who Loves Me),3436bdfc5bd1ac10347cacf275a7f5b0b952e1f68381fd4e857315d8c1f95813
169,Haddaway,What Is Love,1993,https://www.youtube.com/watch?v=OFNrN_6Ta5I,Haddaway - What is Love (Audio),827ba58bccddc641baaabcc950b2ccfcfc0d49be4464e795bd430f93773af23c
170,Shakira,Waka Waka (This Time For Africa),2010,https://www.youtube.com/watch?v=rjJKXxUx2PU,Shakira - Waka Waka (This Time for Africa) (Audio),c4d91f6d0546057213ec759d6755982a8e6d7389ee2ab87482a3d1640f286971
171,Mika,"Relax, Take It Easy",2007,https://www.youtube.com/watch?v=RVmG_d3HKBA,"MIKA - Relax, Take It Easy",07f03f7236980c1ed3a95cdfdb6c592b7949fa22b7d02a9ed4b76fffe1125ee9
172,Fleetwood Mac,Everywhere,1987,https://www.youtube.com/watch?v=YF1R0hc5Q2I,Fleetwood Mac - Everywhere (Official Music Video) [HD],731d94dc636460c5ceadbe182c618adab30f58f7c56292800a4c1bee1ce2a822
173,The Arrows,I Love Rock 'N Roll,1975,https://www.youtube.com/watch?v=cJzPLhDf3-8,The Arrows - I Love Rock 'n' Roll (1975),ba34a0588ff1dceeb0ffa167f3b51f3ad3ab290a75c189fd1c6e72ca01d6fece
174,Madonna (feat. Justin Timberlake & Timbaland),4 Minutes,2008,https://www.youtube.com/watch?v=BgPqNyqYDN4,4 Minutes (feat. Justin Timberlake & Timbaland),bcdee074268964a119733c714bcbc87fab83892a974d2664144ba615c2cfdd06
175,The Osmonds,Crazy Horses,1972,https://www.youtube.com/watch?v=28iHA3501MY,Crazy Horses,93bf982dfd08144d392e0be562a814a185964c6b82f864d6989bbadb8f2c3141
176,The Kinks,Lola,1970,https://www.youtube.com/watch?v=LemG0cvc4oU,The Kinks - Lola (Official Audio),77706b32c3d363335c2d516bcb05bfead76e63b83587c2e89bd3204a17ee6e6f
177,Suzan & Freek,Als Het Avond Is,2018,https://www.youtube.com/watch?v=RJN6rxTefiQ,Suzan & Freek - Als Het Avond Is (Lyrics),2ba2ed0017ed4b7de3f0461fdecf0d36967f11dcd8d78226637dfce0834b305a
178,Linda Roos & Jessica,Ademnood,1995,https://www.youtube.com/watch?v=oKu_YmLx3XI,Ademnood,320196bf44f1a56e476698043f5c2db3385c8db672fe4d4c95244fc7c7aced7d
179,Usher (feat. Lil Jon & Ludacris),Yeah!,2004,https://www.youtube.com/watch?v=GxBSyx85Kp8,"Usher - Yeah! (Official Video) ft. Lil Jon, Ludacris",58d0fb45c9c292e3d80891b7a87f3d62d7ae912c6a278e77ff4bda4b00b81877
180,Douwe Bob,Slow Down,2016,https://www.youtube.com/watch?v=tCvWLi_ujl4,Douwe Bob - Slow Down (official video),8e1d54ee1d87734f3e10f3e269495efd492a5be106e8dd90e4749ff9e1ceabd6
181,Bruno Mars,The Lazy Song,2011,https://www.youtube.com/watch?v=fLexgOxsZu0,Bruno Mars - The Lazy Song (Official Music Video),cae29c8ec65468e5bdf3254790312e868a119c5bcaeaa1ff395fbc2e3b2c4a69
182,Coolio (feat. L.V.),Gangsta's Paradise,1995,https://www.youtube.com/watch?v=Tw0_qHNRAEA,Gangsta's Paradise (Remastered),de19c04c36e6d58d23a0db6879453a38cbb8dfadd5ca2515a5f7867e127cf5ee
183,Kelly Clarkson,Because Of You,2005,https://www.youtube.com/watch?v=Ra-Om7UMSJc,Kelly Clarkson - Because Of You (Official HD Video),37b3ecd2501823a567ed2c5176436c530da92a0516c3a4267355a8aba669bfc1
184,Maroon 5 (feat. Christina Aguilera),Moves Like Jagger,2010,https://www.youtube.com/watch?v=iEPTlhBmwRg,Maroon 5 - Moves Like Jagger ft. Christina Aguilera (Official Music Video),2b716c86361ebe3c0f510d0bc0c265eaaf9d6b92d66a27aff317e92c8bd3727f
185,T'Pau,China In Your Hand,1987,https://www.youtube.com/watch?v=T4sV3lqzKqQ,T'Pau - China In Your Hand (Official Video),27395496d5c079bead9b096041dd42448b9459b8fa36f700dd4a4dcaf57ad5c2
186,Roxette,The Look,1988,https://www.youtube.com/watch?v=LlVI7ZNiFlI,Roxette - The Look,cfe223cf49d1e3f80378c57cb9e2f0e6fe3eac321c75e10b896485348f39cf28
187,Robbie Williams,Feel,2002,https://www.youtube.com/watch?v=eK_tpyqtnsg,Feel,794b88f42bf45128f7a5881cde556a1594d12579b611827f2bb76222825b6802
188,Spice Girls,Stop,1998,https://www.youtube.com/watch?v=5JD6ejmlpa8,Spice Girls - Stop (Official Music Video),5e7ebfd261089369cd98c071aac6b350e188ddaafc988438855509970975c78e
189,Neil Diamond,"Girl, You'll Be A Woman Soon",1967,https://www.youtube.com/watch?v=K_fZCD93LzQ,"Girl, You'll Be A Woman Soon",c88a0cc27784a48456a0f03c67bd60de8b308250165b86371c4c5cb354e61c15
190,Johnny Cash,Ring Of Fire,1963,https://www.youtube.com/watch?v=1WaV2x8GXj0,Ring of Fire,55ed1d5ee92da1b861b27d8782c3057a5b8ad2ef93537220ea7fd48cef46281f
191,Genesis,No Son Of Mine,1991,https://www.youtube.com/watch?v=KZbHcAPsllE,Genesis - No son of mine (1991),d7b0cfb42f7d599ddac2d60ee059fc91eb6bd189ce60aa82eefe3b3448a50a5b
192,Simple Minds,Belfast Child,1989,https://www.youtube.com/watch?v=GzdBl75b_pU,Belfast Child,dc808f4fe54b8a4e530b8809c6f1c6b85dee0f02001b4248e73f379ec70519a7
193,Adele,Set Fire To The Rain,2011,https://www.youtube.com/watch?v=a2giXO6eyuI,Set Fire to the Rain,d7e7693b5fb8cddf240d492b6b87da8bbc1418413b466ac097fd0b94913e7059
194,Niels Geusebroek,Take Your Time Girl (live at ruud de wild/538),2013,https://www.youtube.com/watch?v=HFZrC5Wo7K0,"Niels Geusebroek - Take Your Time Girl (Live @ Ruud de Wild, 538)",adefdad2a73939b2fb17ece13a767137539f68c0c2ff2480f8ef1e61f937311c
195,Alicia Keys,Fallin',2001,https://www.youtube.com/watch?v=Urdlvw0SSEc,Alicia Keys - Fallin' (Official HD Video),77a24b17619093736abc0ba771cc55b41c4e24ce81d4491eba2e8f8854d2b4b8
196,Duck Sauce,Barbra Streisand,2010,https://www.youtube.com/watch?v=rZZGsRD1aJI,Duck Sauce - Barbra Streisand,1d932fa1c5aad96f248954b18ff1da2919a4d9a3d8a02493708ff92bd1931296
197,Anouk,Michel,2000,https://www.youtube.com/watch?v=QoidUBiApYs,anouk - michel + lyrics!,988212ddb4df61a8e10c370989c5f8b2a1b5b81a6e0c85fabd57dd1c123048b5
198,John Legend,All Of Me,2013,https://www.youtube.com/watch?v=450p7goxZqg,John Legend - All of Me (Official Video),da23e6c481ce3cc0ed6aaf1defb3a67a2a98d8eff706493dea533fc6fe64e9e2
199,Queen & David Bowie,Under Pressure,1981,https://www.youtube.com/watch?v=nbwn21TU4ec,Under Pressure (2017 Remaster),c77e0f7b264af5fbf74d4e861306cfe047fcf918f106fed975fb86f1c3235d4e
200,The Chordettes,Lollipop,1958,https://www.youtube.com/watch?v=_kXKUSAbvuM,Lollipop,03e098aa6557feaffcb5b40420736ac1ed36b5693162cafadddd0d694ceab6b2
201,Culture Beat,Mr. Vain,1993,https://www.youtube.com/watch?v=V3qUoiwr5kQ,Mr. Vain,f01693d066cec43d39886a5f62cf6793b2722d5474e696149ce9acb20243ea3d
202,Yazoo,Don't Go,1982,https://www.youtube.com/watch?v=_sQGwDeambg,Yazoo - Don't Go (Official HD Video),9dd0727a09d650f14027bda331d36d8e7139cb88448b69f4f246d0448c5e3bd9
203,André Hazes Jr.,Leef,2015,https://www.youtube.com/watch?v=OMXzoqTnY00,Leef - Andre Hazes Jr - Lyrics,56d792a75a48ac37db1a3d689d18c26d9ee63d5291d0eada171ca491800e3c67
204,Paul Simon,You Can Call Me Al,1986,https://www.youtube.com/watch?v=uq-gYOrU8bA,Paul Simon - You Can Call Me Al (Official Video),f18367a706ebd69b473142ed8183acfb4b31fb5e46a1df190e10e9ac26537021
205,Bronski Beat,Smalltown Boy,1984,https://www.youtube.com/watch?v=88sARuFu-tc,Bronski Beat - Smalltown Boy (Official Video),4854a0c51fd1d119b8e04e79528844b7e915fc8a4223f5c2e4ee3ce6280b3552
206,Meghan Trainor,All About That Bass,2014,https://www.youtube.com/watch?v=Fccz4gz5erM,All About That Bass,980c4ce5e76d55774aa033e12c09495a96c34cacef1e69b85ea1ae1beff83a2b
207,Dion,The Wanderer,1961,https://www.youtube.com/watch?v=SbYa7NBYyRc,The Wanderer,30f85eb0e4d108a63a7f71beaf20508c7e1a47526a3c3c49f7c67c19f3a1e1dd
208,Van Dik Hout,Stil In Mij,1994,https://www.youtube.com/watch?v=KAF67QRje_A,Van Dik Hout - Stil in mij (with lyrics),df89a24b63b541336a6e710652dba5647b580c1c4f090a8f4bfa2c263d44e203
209,Oasis,Wonderwall,1995,https://www.youtube.com/watch?v=FVdjZYfDuLE,Wonderwall (Remastered),8048295e218cc2632bf115afcb070617b374e672180dd7f0ed63fd5ffdb1e172
210,Dorus,Twee Motten,1957,https://www.youtube.com/watch?v=16e7jl-_vDU,Twee motten,f6b436f93cc4ca707ab8361352eae8364a0cc42de1b58e07174cc1f45a55a5cf
211,Snow,Informer,1992,https://www.youtube.com/watch?v=TSffz_bl6zo,Snow - Informer (Official Music Video) [4K Remaster],f343f18882713c1d6ad1d79d11551e1763604c7662d048477e266fe64a27a4f5
212,Vanilla Ice,Ice Ice Baby,1990,https://www.youtube.com/watch?v=rog8ou-ZepE,Vanilla Ice - Ice Ice Baby (Official Music Video),16415a1a9c3ba4beccefdba33e9bd6b8c78a728e47c0e7360d586c0dd9431e68
213,De Kast,In Nije Dei,1997,https://www.youtube.com/watch?v=47QG6vF-JzM,De Kast - In Nije Dei (Officiële Video),b1c8342f0292f0c6c62eef7c3c7d3f86616c31ac72b4bee8c07118a5331b7289
214,O-Zone,Dragostea Din Tei,2003,https://www.youtube.com/watch?v=uukQ7hGygRc,Dragostea din tei,351411463dd388d134afc7d6be7935950ba85145afc4acb611c81d45a23f570f
215,Stereophonics,Have a Nice Day,2001,https://www.youtube.com/watch?v=tgkeg5sjPP4,Have A Nice Day,618a5eb21d3214a12cdf124fb01dee0efd48133e7451bf170a93c58debaad5ef
216,Simply Red,Holding Back The Years,1985,https://www.youtube.com/watch?v=yG07WSu7Q9w,Simply Red - Holding Back The Years (Official 4K Remaster),7e8a2644fccfc5770411a7d7edf65ab4a710dc6b09e18146f588368ada7e2acd
217,Tears For Fears,Shout,1984,https://www.youtube.com/watch?v=Ye7FKc1JQe4,Tears For Fears - Shout (Official Music Video),5367d47b39573af9f2e13c6180ed5246511870d3da1caf74d0d548cb3b517ff3
218,Rednex,Cotton Eye Joe,1994,https://www.youtube.com/watch?v=mOYZaiDZ7BM,Rednex - Cotton Eye Joe (Official Music Video) [HD] - RednexMusic com,d637f3c9f68734dbef99dd0800b99de1edbd0bf0f66241f49f200b66a41e4678
219,Reel 2 Real (feat. The Mad Stuntman),I Like To Move It,1993,https://www.youtube.com/watch?v=vuo8kD5zF5I,Reel 2 Real feat. The Mad Stuntman - I Like To Move It (Official Video),559efd4724c748613df6a32580add278c32d4797e8d5d7e07ca7d0abdbf6a3e1
220,Dolly Parton,Jolene,1973,https://www.youtube.com/watch?v=Ixrje2rXLMA,Dolly Parton - Jolene (Audio),280999dd31c616447d892337cceb0ec01988f74f8414a3c96a55a55815493648
221,Bryan Adams,Heaven,1984,https://www.youtube.com/watch?v=vf3zFvcKQkw,Bryan Adams - Heaven (Classic Version),56449b2bbcaed2fe4393da7f300fd87afae5d325c74ae2b8361a7a5ecd26d2d6
222,Jan Smit,Als De Morgen Is Gekomen,2006,https://www.youtube.com/watch?v=XJqj9iBHU-Q,Jan Smit - Als De Morgen Is Gekomen (Official Audio),b59229f0c3f2884037a82a81155b0eea13cebad8fe29258474dd81e216d812f8
223,Jan & Dean,Surf City,1963,https://www.youtube.com/watch?v=ERrwjR4ZlfI,Jan & Dean - Surf City - 1963,1f910eb55ef3b926427d0cef3a3a33dd1ce501f4e122305f5cff58eff6e5df7c
224,Red Hot Chili Peppers,Under The Bridge,1991,https://www.youtube.com/watch?v=GLvohMXgcBo,Red Hot Chili Peppers - Under The Bridge [Official Music Video],0e49a9153d69eaf48a351487d70e5ef54902a5b31ffbed0df6bebb6c81cf4fc3
225,Lenny Kravitz,Fly Away,1998,https://www.youtube.com/watch?v=EvuL5jyCHOw,Lenny Kravitz - Fly Away (Official Music Video),22ac06d7b5f66eae30835879a0bfa2e76c072dcff6334dfebf8755b09c199d33
226,Prince,Purple Rain,1984,https://www.youtube.com/watch?v=347vCib_lMs,Purple Rain,7707c2be952d21dc9f0a01f6a23c725a14fc0b2f6dae35472964e8d14d5a4ed0
227,"Rob De Nijs, The Lords",Ritme Van De Regen,1963,https://www.youtube.com/watch?v=FDCUi26zWBs,Rob de Nijs & The Lords - Ritme van de regen 1962 (STEREO),ae1c3c1d166ba8537dfb52f9f90f0c1ffaa9717cb2bc0cc07c685774a830ddad
228,The Monkees,I'm A Believer,1966,https://www.youtube.com/watch?v=4PQAqprjOuA,I'm a Believer,21d3dac8e7a7ac97bf491f7ff5ba02203dd8cdcfa9155e06c6053add1ec3896f
229,Gers Pardoel,Ik Neem Je Mee,2011,https://www.youtube.com/watch?v=UyTazPPWIKk,Gers Pardoel - Ik Neem Je Mee,e5363d526caa956b46519bc48deb6c7886f9c1a51c8ecf47f5d2b3444804a6ce
230,Elvis Presley,Can't Help Falling In Love,1961,https://www.youtube.com/watch?v=vGJTaP6anOU,Elvis Presley - Can't Help Falling In Love (Official Audio),2694bbc5c054fe7217d789e3b4cdd9d1ed73d6940d5e3e1d82f761450c406d6b
231,R.E.M.,Everybody Hurts,1992,https://www.youtube.com/watch?v=mhIay4-PbCY,Everybody Hurts,7a53e3e47b90b852b9fe56f5be8cc6401125647a2c484164c80ac3fedfbde1f1
232,Rowwen Hèze,De Peel In Brand,2005,https://www.youtube.com/watch?v=xk7aHyiGlAw,De Peel in Brand - Rowwen Heze,f33fa7b6280e90f90c06507fa11f5681b60811d57bc993b13d4e4191ae2b1d0e
233,Earth & Fire,Weekend,1979,https://www.youtube.com/watch?v=4iK5e76auJA,Earth & Fire - Weekend  (Video),bebe55e19865efb23c4527230c1ee09a2177fb3c239df6b37d100839b78ca3cc
234,Will Smith,Gettin' Jiggy Wit It,1998,https://www.youtube.com/watch?v=3JcmQONgXJM,Will Smith - Gettin' Jiggy Wit It,65b22f5c758b3e945a8a8f775d0932a3ba99197eee7ede437e0fb4c520594ae1
235,Chic,Le Freak,1978,https://www.youtube.com/watch?v=7KP7bdFv_qg,Le Freak (Edit),b00dc35d890fc132bf52a7b6e301533e8f1cc690cbd9d8b1d936b6666dec0961
236,Caro Emerald,A Night Like This,2009,https://www.youtube.com/watch?v=glidivhL7P4,Caro Emerald - A Night Like This,72dfa5465cd9761c87af0dd567878fa82a755ea14e0375770b737d742213d0c8
237,Sylvester,You Make Me Feel (Mighty Real),1978,https://www.youtube.com/watch?v=gD6cPE2BHic,Sylvester - You Make Me Feel (Mighty Real),342aeb52712976eff0c0c8216e4bb5ebc85c698f9c61dcfb245ca2dbe0f37a1d
238,Jimmy Cliff,You Can Get It If You Really Want It,1970,https://www.youtube.com/watch?v=Jg7qsW8qboE,You Can Get It If You Really Want,ed4f4c7f6063f76f8e7ac418ff6fcdf1b2d599401eb6be6c3d73f1e70b2b7418
239,Captain Jack,Captain Jack,1995,https://www.youtube.com/watch?v=0Bb_w7nOBwg,Captain Jack - Captain Jack (Official Video 1995),88c923ee42eee36e99e21c0f962c8c4cb47e04f3d91388a8416944edb94e8b36
240,Corry Brokken,La Mamma (Zij Kwamen Overal Vandaan),1964,https://www.youtube.com/watch?v=Kmu2pNbb78c,La Mamma (Zij Kwamen Overal Vandaan),4bac4bd81270af8daeddcaeab96ef36d095d9873d97c1c28a7e6065d4d91ced1
241,Tina Turner,The Best,1989,https://www.youtube.com/watch?v=GC5E8ie2pdM,Tina Turner - The Best (Official Music Video) [HD Upgrade],7794409f5e2c0f84087cc3ce8ead2b0baa81737fda543a7865756d6fc9fcb8a2
242,John Mayer,Daughters,2004,https://www.youtube.com/watch?v=rZLbUIa7exE,John Mayer - Daughters (Official HD Video),f331d0934f3feb0c06c2cf114fb89bfe0f03588d82e2e8ca2cc3fa11eb0e5f08
243,Anita Meyer,Why Tell Me Why,1981,https://www.youtube.com/watch?v=PrLHo0i5zjM,Why Tell Me Why,ba2d8487c10b7cb251ebf0052cf031e05345016f43ad79cc6a8071473f4ee8f5
244,Bon Jovi,It's My Life,2000,https://www.youtube.com/watch?v=VyZeqzWvR7w,It's My Life - Bon Jovi (Lyrics) 🎵,58ed8b8fc9fbc58374e0f4d76908e97436f4db341a1197b6f05a215f8b0bbbb4
245,Black & White,Daar Bij De Waterkant,1954,https://www.youtube.com/watch?v=yyXR_n9SQnw,Daar bij de Waterkant -- Black & White (1954),9746a362bc8dc5b49f72f756ca0a4f3716300e0f6f93782a9477527376d4e8f6
246,Guus Meeuwis,Brabant,2003,https://www.youtube.com/watch?v=ZvOJoZTOqJg,Guus Meeuwis - Brabant Lyrics,492d86b856f3d35211e45102b2f1fe74d227736c56484045afd52210ed1a370e
247,Tones And I,Dance Monkey,2019,https://www.youtube.com/watch?v=1__CAdTJ5JU,Tones and I - Dance Monkey (Lyrics),d2f8779858f42120c620f2e19002831c3d6c0888e9dbc38a4b55f416525911a1
248,Sam Cooke,(What A) Wonderful World,1960,https://www.youtube.com/watch?v=R4GLAKEjU4w,Sam Cooke - What A Wonderful World (Official Lyric Video),91124220bb99da989fc572f9c5a3e6ee3b6c7049138b4d3d86d9719dfbe53b69
